[2025-03-24 15:41:50,603] INFO problem_rustrigin_2d:161 > Step: 37 | Fitness: -19.175 | Solution: [-1.13562514  2.80522231] 
[2025-03-24 15:41:50,603] INFO problem_rustrigin_2d:161 > Step: 38 | Fitness: -11.057 | Solution: [-0.02854214 -0.74456429] 
[2025-03-24 15:41:50,603] INFO problem_rustrigin_2d:161 > Step: 39 | Fitness: -1.248 | Solution: [ 0.0067214  -0.95974477] 
[2025-03-24 15:41:50,603] INFO problem_rustrigin_2d:161 > Step: 40 | Fitness: -1.589 | Solution: [-0.05338878 -0.98196949] 
[2025-03-24 15:41:50,603] INFO problem_rustrigin_2d:161 > Step: 41 | Fitness: -1.789 | Solution: [-0.06308187 -1.00357456] 
[2025-03-24 15:41:50,603] INFO problem_rustrigin_2d:161 > Step: 42 | Fitness: -2.028 | Solution: [ 0.01406264 -0.92340724] 
[2025-03-24 15:41:50,603] INFO problem_rustrigin_2d:161 > Step: 43 | Fitness: -9.983 | Solution: [-0.20731918 -0.90378198] 
[2025-03-24 15:41:50,603] INFO problem_rustrigin_2d:161 > Step: 44 | Fitness: -25.651 | Solution: [ 1.1885653  -0.39363073] 
[2025-03-24 15:41:50,603] INFO problem_rustrigin_2d:161 > Step: 45 | Fitness: -30.920 | Solution: [0.26394342 0.46497351] 
[2025-03-24 15:41:50,603] INFO problem_rustrigin_2d:161 > Step: 46 | Fitness: -13.827 | Solution: [-0.76017558 -0.14492814] 
[2025-03-24 15:41:50,603] INFO problem_rustrigin_2d:161 > Step: 47 | Fitness: -31.573 | Solution: [-1.31212139  0.65506826] 
[2025-03-24 15:41:50,604] INFO problem_rustrigin_2d:161 > Step: 48 | Fitness: -20.511 | Solution: [-1.73961134  1.86576258] 
[2025-03-24 15:41:50,604] INFO problem_rustrigin_2d:161 > Step: 49 | Fitness: -25.255 | Solution: [-0.74042887  3.15107469] 
[2025-03-24 15:41:50,604] INFO problem_rustrigin_2d:161 > Step: 50 | Fitness: -28.096 | Solution: [-2.09559503 -1.46801908] 
[2025-03-24 15:41:50,604] INFO problem_rustrigin_2d:161 > Step: 51 | Fitness: -15.585 | Solution: [ 2.78536135 -0.01243164] 
[2025-03-24 15:41:50,604] INFO problem_rustrigin_2d:161 > Step: 52 | Fitness: -33.322 | Solution: [ 3.39056667 -1.12292064] 
[2025-03-24 15:41:50,604] INFO problem_rustrigin_2d:161 > Step: 53 | Fitness: -25.962 | Solution: [ 1.70416735 -3.06501692] 
[2025-03-24 15:41:50,604] INFO problem_rustrigin_2d:161 > Step: 54 | Fitness: -20.925 | Solution: [-0.06888382 -3.8269302 ] 
[2025-03-24 15:41:50,604] INFO problem_rustrigin_2d:161 > Step: 55 | Fitness: -26.319 | Solution: [ 0.13289188 -3.28559919] 
[2025-03-24 15:41:50,604] INFO problem_rustrigin_2d:161 > Step: 56 | Fitness: -34.494 | Solution: [-0.4356251   1.30533636] 
